frame,det_id,x,y,angle,class_id,conf,area_px,polygon,particle,angle_wrapped,dangle,cumulative_angle
3000,210,1885.0840395480225,1985.4992937853106,121.6313705444336,0,0.9612405896186829,236.0,"[[1878.0, 1978.0], [1878.0, 1997.0], [1885.0, 1997.0], [1885.0, 1993.0], [1887.0, 1991.0], [1887.0, 1990.0], [1888.0, 1989.0], [1889.0, 1989.0], [1889.0, 1988.0], [1894.0, 1983.0], [1897.0, 1983.0], [1897.0, 1978.0]]",210,1.6313705444335938,,0.0
3000,211,1399.4814035087718,759.9978947368421,43.402626037597656,0,0.9612269997596741,237.5,"[[1395.0, 750.0], [1395.0, 753.0], [1393.0, 755.0], [1390.0, 755.0], [1390.0, 764.0], [1397.0, 764.0], [1399.0, 766.0], [1399.0, 769.0], [1409.0, 769.0], [1409.0, 761.0], [1406.0, 761.0], [1405.0, 760.0], [1405.0, 759.0], [1404.0, 758.0], [1404.0, 756.0], [1403.0, 755.0], [1403.0, 750.0]]",211,43.402626037597656,,0.0
3000,212,1611.7389993972272,1357.7709463532246,28.59627914428711,0,0.9612252712249756,276.5,"[[1608.0, 1346.0], [1608.0, 1350.0], [1607.0, 1351.0], [1607.0, 1352.0], [1605.0, 1354.0], [1602.0, 1354.0], [1602.0, 1365.0], [1625.0, 1365.0], [1625.0, 1362.0], [1622.0, 1362.0], [1621.0, 1361.0], [1621.0, 1358.0], [1618.0, 1355.0], [1618.0, 1354.0], [1615.0, 1351.0], [1615.0, 1350.0], [1614.0, 1349.0], [1614.0, 1346.0]]",212,28.59627914428711,,0.0
3000,213,1341.3326835607536,1313.9291747888237,63.269432067871094,0,0.9611040949821472,256.5,"[[1334.0, 1306.0], [1334.0, 1309.0], [1333.0, 1310.0], [1330.0, 1310.0], [1330.0, 1316.0], [1333.0, 1316.0], [1334.0, 1317.0], [1335.0, 1317.0], [1336.0, 1318.0], [1337.0, 1318.0], [1338.0, 1319.0], [1339.0, 1319.0], [1340.0, 1320.0], [1341.0, 1320.0], [1343.0, 1322.0], [1343.0, 1325.0], [1349.0, 1325.0], [1349.0, 1306.0]]",213,63.269432067871094,,0.0
3000,214,1281.2584905660378,1112.3880503144653,48.04696273803711,0,0.9610744714736938,265.0,"[[1274.0, 1102.0], [1274.0, 1121.0], [1289.0, 1121.0], [1289.0, 1118.0], [1293.0, 1114.0], [1292.0, 1114.0], [1284.0, 1106.0], [1284.0, 1102.0]]",214,48.04696273803711,,0.0
3000,215,35.01666666666666,1008.8403846153847,90.07852172851562,0,0.9610611796379089,260.0,"[[26.0, 1002.0], [26.0, 1015.0], [29.0, 1015.0], [30.0, 1016.0], [30.0, 1017.0], [31.0, 1018.0], [31.0, 1021.0], [35.0, 1021.0], [35.0, 1018.0], [37.0, 1016.0], [37.0, 1015.0], [43.0, 1009.0], [43.0, 1008.0], [45.0, 1006.0], [49.0, 1006.0], [49.0, 1002.0]]",215,90.07852172851562,,0.0
3000,216,988.0917508417508,1854.8720538720536,13.621335983276367,0,0.9610042572021484,198.0,"[[982.0, 1846.0], [982.0, 1865.0], [987.0, 1865.0], [987.0, 1862.0], [989.0, 1860.0], [990.0, 1860.0], [991.0, 1859.0], [994.0, 1859.0], [995.0, 1858.0], [1001.0, 1858.0], [1001.0, 1856.0], [998.0, 1856.0], [994.0, 1852.0], [993.0, 1852.0], [991.0, 1850.0], [991.0, 1846.0]]",216,13.621335983276367,,0.0
3000,217,250.84994964753272,1319.5186304128902,77.22325897216797,0,0.9609624147415161,165.5,"[[242.0, 1314.0], [242.0, 1320.0], [245.0, 1320.0], [247.0, 1322.0], [247.0, 1323.0], [248.0, 1324.0], [248.0, 1325.0], [249.0, 1326.0], [249.0, 1327.0], [250.0, 1328.0], [250.0, 1329.0], [253.0, 1329.0], [253.0, 1328.0], [254.0, 1327.0], [254.0, 1326.0], [255.0, 1325.0], [255.0, 1324.0], [257.0, 1322.0], [257.0, 1321.0], [258.0, 1320.0], [258.0, 1319.0], [259.0, 1318.0], [259.0, 1314.0]]",217,77.22325897216797,,0.0
3000,218,1883.6878901373282,1869.8345817727838,28.29184341430664,0,0.9609412550926208,267.0,"[[1881.0, 1858.0], [1881.0, 1862.0], [1879.0, 1864.0], [1879.0, 1865.0], [1878.0, 1866.0], [1874.0, 1866.0], [1874.0, 1877.0], [1897.0, 1877.0], [1897.0, 1874.0], [1894.0, 1874.0], [1892.0, 1872.0], [1892.0, 1871.0], [1891.0, 1870.0], [1891.0, 1869.0], [1890.0, 1868.0], [1890.0, 1867.0], [1889.0, 1866.0], [1889.0, 1865.0], [1888.0, 1864.0], [1888.0, 1863.0], [1887.0, 1862.0], [1887.0, 1858.0]]",218,28.29184341430664,,0.0
3000,219,76.95356037151703,1115.9772961816304,85.40585327148438,0,0.96091628074646,161.5,"[[70.0, 1110.0], [70.0, 1120.0], [73.0, 1120.0], [77.0, 1124.0], [77.0, 1129.0], [78.0, 1129.0], [78.0, 1125.0], [79.0, 1124.0], [79.0, 1123.0], [81.0, 1121.0], [81.0, 1120.0], [82.0, 1119.0], [82.0, 1118.0], [83.0, 1117.0], [83.0, 1116.0], [84.0, 1115.0], [84.0, 1114.0], [85.0, 1113.0], [85.0, 1110.0]]",219,85.40585327148438,,0.0
